,Species,DNA (FASTA),cDNA (FASTA),CDS (FASTA),ncRNA (FASTA),Protein sequence (FASTA),Annotated sequence (EMBL),Annotated sequence (GenBank),Gene sets,Other annotations,Whole databases,Variation (GVF),Variation (VCF),Variation (VEP),cds_url,dna_url,prot_url
,Chaetothyriales sp. CBS 134916,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/chaetothyriales_sp_cbs_134916_gca_003709845/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/chaetothyriales_sp_cbs_134916_gca_003709845/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/chaetothyriales_sp_cbs_134916_gca_003709845/pep/
,Chaetothyriales sp. CBS 134920,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/chaetothyriales_sp_cbs_134920_gca_003693665/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/chaetothyriales_sp_cbs_134920_gca_003693665/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/chaetothyriales_sp_cbs_134920_gca_003693665/pep/
,Chaetothyriales sp. CBS 135597,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/chaetothyriales_sp_cbs_135597_gca_003709825/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/chaetothyriales_sp_cbs_135597_gca_003709825/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/chaetothyriales_sp_cbs_135597_gca_003709825/pep/
,Choanephora cucurbitarum str. KUS-F28377,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_mucoromycota1_collection/choanephora_cucurbitarum_gca_001683725/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_mucoromycota1_collection/choanephora_cucurbitarum_gca_001683725/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_mucoromycota1_collection/choanephora_cucurbitarum_gca_001683725/pep/
,Choiromyces venosus 120613-1,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/choiromyces_venosus_120613_1_gca_003788595/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/choiromyces_venosus_120613_1_gca_003788595/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/choiromyces_venosus_120613_1_gca_003788595/pep/
,Cladophialophora bantiana CBS 173.52,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/cladophialophora_bantiana_cbs_173_52_gca_000835475/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/cladophialophora_bantiana_cbs_173_52_gca_000835475/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/cladophialophora_bantiana_cbs_173_52_gca_000835475/pep/
,Cladophialophora carrionii CBS 160.54,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/cladophialophora_carrionii_cbs_160_54_gca_000365165/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/cladophialophora_carrionii_cbs_160_54_gca_000365165/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/cladophialophora_carrionii_cbs_160_54_gca_000365165/pep/
,Cladophialophora carrionii str. KSF,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/cladophialophora_carrionii_gca_001700775/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/cladophialophora_carrionii_gca_001700775/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/cladophialophora_carrionii_gca_001700775/pep/
,Cladophialophora immunda str. CBS 83496,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/cladophialophora_immunda_gca_000835495/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/cladophialophora_immunda_gca_000835495/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/cladophialophora_immunda_gca_000835495/pep/
,Cladophialophora psammophila CBS 110553,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/cladophialophora_psammophila_cbs_110553_gca_000585535/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/cladophialophora_psammophila_cbs_110553_gca_000585535/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/cladophialophora_psammophila_cbs_110553_gca_000585535/pep/
,Cladophialophora yegresii CBS 114405,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/cladophialophora_yegresii_cbs_114405_gca_000585515/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/cladophialophora_yegresii_cbs_114405_gca_000585515/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/cladophialophora_yegresii_cbs_114405_gca_000585515/pep/
,Clathrospora elynae str. CBS 161.51,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/clathrospora_elynae_gca_010015635/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/clathrospora_elynae_gca_010015635/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/clathrospora_elynae_gca_010015635/pep/
,Claviceps purpurea 20.1,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/claviceps_purpurea_20_1_gca_000347355/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/claviceps_purpurea_20_1_gca_000347355/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/claviceps_purpurea_20_1_gca_000347355/pep/
,Clavispora lusitaniae,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/clavispora_lusitaniae_gca_009498115/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/clavispora_lusitaniae_gca_009498115/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/clavispora_lusitaniae_gca_009498115/pep/
,Clavispora lusitaniae,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498135/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498135/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498135/pep/
,Clavispora lusitaniae,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498055/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498055/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498055/pep/
,Clavispora lusitaniae,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498095/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498095/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498095/pep/
,Clavispora lusitaniae,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498075/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498075/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clavispora_lusitaniae_gca_009498075/pep/
,Clavispora lusitaniae ATCC 42720,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/clavispora_lusitaniae_atcc_42720_gca_000003835/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/clavispora_lusitaniae_atcc_42720_gca_000003835/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/clavispora_lusitaniae_atcc_42720_gca_000003835/pep/
,Clavispora lusitaniae str. CBS 6936,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/clavispora_lusitaniae_gca_001673695/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/clavispora_lusitaniae_gca_001673695/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/clavispora_lusitaniae_gca_001673695/pep/
,Clohesyomyces aquaticus str. CBS 115471,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clohesyomyces_aquaticus_gca_002105025/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clohesyomyces_aquaticus_gca_002105025/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/clohesyomyces_aquaticus_gca_002105025/pep/
,Coccidioides immitis,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/coccidioides_immitis_gca_004115165/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/coccidioides_immitis_gca_004115165/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/coccidioides_immitis_gca_004115165/pep/
,Coccidioides immitis H538.4,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/coccidioides_immitis_h538_4_gca_000149815/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/coccidioides_immitis_h538_4_gca_000149815/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/coccidioides_immitis_h538_4_gca_000149815/pep/
,Coccidioides immitis RMSCC 2394,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/coccidioides_immitis_rmscc_2394_gca_000149895/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/coccidioides_immitis_rmscc_2394_gca_000149895/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/coccidioides_immitis_rmscc_2394_gca_000149895/pep/
,Coccidioides immitis RMSCC 3703,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/coccidioides_immitis_rmscc_3703_gca_000150085/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/coccidioides_immitis_rmscc_3703_gca_000150085/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/coccidioides_immitis_rmscc_3703_gca_000150085/pep/
,Coccidioides immitis RS,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/coccidioides_immitis_rs_gca_000149335/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/coccidioides_immitis_rs_gca_000149335/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/coccidioides_immitis_rs_gca_000149335/pep/
,Coccidioides posadasii C735 delta SOWgp,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/coccidioides_posadasii_c735_delta_sowgp_gca_000151335/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/coccidioides_posadasii_c735_delta_sowgp_gca_000151335/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/coccidioides_posadasii_c735_delta_sowgp_gca_000151335/pep/
,Coccidioides posadasii RMSCC 3488,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/coccidioides_posadasii_rmscc_3488_gca_000150055/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/coccidioides_posadasii_rmscc_3488_gca_000150055/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota2_collection/coccidioides_posadasii_rmscc_3488_gca_000150055/pep/
,Coccidioides posadasii str. Silveira,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/coccidioides_posadasii_str_silveira_gca_000170175/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/coccidioides_posadasii_str_silveira_gca_000170175/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/coccidioides_posadasii_str_silveira_gca_000170175/pep/
,Coleophoma crateriformis str. BP5796,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/coleophoma_crateriformis_gca_003369635/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/coleophoma_crateriformis_gca_003369635/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/coleophoma_crateriformis_gca_003369635/pep/
,Coleophoma cylindrospora str. BP6252,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/coleophoma_cylindrospora_gca_003369665/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/coleophoma_cylindrospora_gca_003369665/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/coleophoma_cylindrospora_gca_003369665/pep/
,Colletotrichum asianum,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/colletotrichum_asianum_gca_009806415/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/colletotrichum_asianum_gca_009806415/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota5_collection/colletotrichum_asianum_gca_009806415/pep/
,Colletotrichum chlorophyti str. NTL11,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_chlorophyti_gca_001937105/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_chlorophyti_gca_001937105/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_chlorophyti_gca_001937105/pep/
,Colletotrichum fioriniae PJ7,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_fioriniae_pj7_gca_000582985/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_fioriniae_pj7_gca_000582985/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_fioriniae_pj7_gca_000582985/pep/
,Colletotrichum fructicola str. CGMCC 3.17371,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/colletotrichum_fructicola_gca_009771025/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/colletotrichum_fructicola_gca_009771025/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/colletotrichum_fructicola_gca_009771025/pep/
,Colletotrichum gloeosporioides,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/colletotrichum_gloeosporioides/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/colletotrichum_gloeosporioides/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/colletotrichum_gloeosporioides/pep/
,Colletotrichum gloeosporioides Cg-14,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_gloeosporioides_cg_14_gca_000446055/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_gloeosporioides_cg_14_gca_000446055/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_gloeosporioides_cg_14_gca_000446055/pep/
,Colletotrichum graminicola,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/colletotrichum_graminicola/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/colletotrichum_graminicola/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/colletotrichum_graminicola/pep/
,Colletotrichum higginsianum,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/colletotrichum_higginsianum/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/colletotrichum_higginsianum/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/colletotrichum_higginsianum/pep/
,Colletotrichum higginsianum IMI 349063,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_higginsianum_imi_349063_gca_001672515/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_higginsianum_imi_349063_gca_001672515/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_higginsianum_imi_349063_gca_001672515/pep/
,Colletotrichum higginsianum str. MAFF305635-RFP,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/colletotrichum_higginsianum_gca_004920355/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/colletotrichum_higginsianum_gca_004920355/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota4_collection/colletotrichum_higginsianum_gca_004920355/pep/
,Colletotrichum incanum str. MAFF 238704,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_incanum_gca_001625285/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_incanum_gca_001625285/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_incanum_gca_001625285/pep/
,Colletotrichum incanum str. MAFF238712,FASTA,FASTA,FASTA,FASTA,FASTA,EMBL,GenBank,GTF GFF3,TSV JSON,MySQL,-,-,VEP,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_incanum_gca_001855235/cds/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_incanum_gca_001855235/dna/,https://ftp.ebi.ac.uk/ensemblgenomes/pub/release-57/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_incanum_gca_001855235/pep/
